city_mpg,class,combination_mpg,cylinders,displacement,fuel_type,highway_mpg,transmission,year
21,two seater,22,4,1.6,gas,25,a,1997
22,two seater,24,4,1.6,gas,26,m,1997
8,two seater,9,12,5.7,gas,12,m,1997
13,minicompact car,15,6,3.2,gas,19,a,1997
12,minicompact car,15,6,3.2,gas,19,m,1997
13,minicompact car,15,6,3.2,gas,19,a,1997
12,minicompact car,15,6,3.2,gas,19,m,1997
17,minicompact car,19,6,2.8,gas,22,a,1997
19,minicompact car,22,4,1.9,gas,28,a,1997
20,minicompact car,23,4,1.9,gas,29,m,1997
17,minicompact car,19,6,2.8,gas,24,a,1997
18,minicompact car,21,6,2.8,gas,26,m,1997
19,minicompact car,21,4,2.4,gas,24,a,1997
19,minicompact car,22,4,2.4,gas,26,m,1997
18,minicompact car,20,4,2,gas,24,a,1997
21,minicompact car,24,4,2,gas,29,m,1997
18,minicompact car,20,4,2.4,gas,26,a,1997
19,minicompact car,22,4,2.4,gas,27,m,1997
15,minicompact car,18,6,3.6,gas,22,a,1997
15,minicompact car,18,6,3.6,gas,23,m,1997
15,minicompact car,17,6,3.6,gas,21,m,1997
11,minicompact car,14,6,3.6,gas,17,m,1997
19,minicompact car,22,4,2.2,gas,27,a,1997
19,minicompact car,22,4,2.2,gas,26,m,1997
23,minicompact car,26,4,1.5,gas,29,a,1997
26,minicompact car,29,4,1.5,gas,34,m,1997
23,minicompact car,26,4,1.5,gas,29,a,1997
25,minicompact car,28,4,1.5,gas,32,m,1997
16,minicompact car,19,6,3,gas,23,a,1997
16,minicompact car,18,6,3,gas,22,a,1997
16,minicompact car,18,6,3,gas,22,m,1997
15,minicompact car,18,6,3,gas,22,m,1997
22,subcompact car,25,4,1.8,gas,29,m,1997
16,two seater,18,6,3,gas,22,a,1998
16,two seater,18,6,3.2,gas,22,m,1998
13,two seater,15,6,3.2,gas,19,a,1998
12,two seater,15,6,3.2,gas,19,m,1998
13,two seater,15,6,3.2,gas,19,a,1998
12,two seater,15,6,3.2,gas,19,m,1998
18,two seater,21,6,3.2,gas,26,m,1998
20,two seater,23,4,1.9,gas,28,a,1998
20,two seater,24,4,1.9,gas,29,m,1998
16,two seater,18,6,2.8,gas,22,a,1998
17,two seater,19,6,2.8,gas,24,m,1998
15,two seater,18,8,5.7,gas,23,a,1998
16,two seater,19,8,5.7,gas,25,m,1998
11,two seater,13,10,8,gas,20,m,1998
11,two seater,13,10,8,gas,20,m,1998
8,two seater,10,12,5.5,gas,14,m,1998
9,two seater,11,8,3.5,gas,13,a,1998
9,two seater,11,8,3.5,gas,14,m,1998
9,two seater,10,12,5.7,gas,13,m,1998
14,two seater,16,8,3.5,gas,21,m,1998
14,two seater,17,8,5,gas,21,a,1998
12,two seater,14,12,6,gas,18,a,1998
15,two seater,17,6,2.5,gas,22,a,1998
17,two seater,20,6,2.5,gas,24,m,1998
20,two seater,22,4,1.6,gas,25,a,1998
22,two seater,23,4,1.6,gas,26,m,1998
20,two seater,22,4,1.6,gas,25,a,1998
22,two seater,23,4,1.6,gas,26,m,1998
17,minicompact car,19,6,2.8,gas,22,a,1998
17,minicompact car,20,6,2.5,gas,25,a,1998
18,minicompact car,21,6,2.5,gas,27,m,1998
16,minicompact car,19,6,2.8,gas,24,a,1998
17,minicompact car,20,6,2.8,gas,26,m,1998
15,minicompact car,18,6,3.2,gas,23,a,1998
18,minicompact car,21,6,3.2,gas,26,m,1998
15,minicompact car,18,8,4,gas,22,a,1998
18,minicompact car,20,4,2,gas,24,a,1998
20,minicompact car,23,4,2,gas,29,m,1998
18,minicompact car,21,4,2.3,gas,26,a,1998
19,minicompact car,22,4,2.3,gas,27,m,1998
19,minicompact car,21,4,2.4,gas,24,a,1998
20,minicompact car,22,4,2.4,gas,25,m,1998
15,minicompact car,17,6,3.6,gas,22,a,1998
15,minicompact car,18,6,3.6,gas,23,m,1998
14,minicompact car,17,6,3.6,gas,21,m,1998
20,minicompact car,23,4,2.2,gas,27,a,1998
19,minicompact car,22,4,2.2,gas,26,m,1998
23,minicompact car,26,4,1.5,gas,29,a,1998
25,minicompact car,28,4,1.5,gas,32,m,1998
23,minicompact car,26,4,1.5,gas,29,a,1998
16,two seater,18,6,3,gas,22,a,1999
16,two seater,18,6,3.2,gas,22,m,1999
17,two seater,20,6,3.2,gas,24,m,1999
17,two seater,20,6,3.2,gas,24,m,1999
17,two seater,19,6,2.8,gas,24,a,1999
17,two seater,19,6,2.8,gas,24,m,1999
17,two seater,19,6,2.5,gas,24,a,1999
17,two seater,20,6,2.5,gas,25,m,1999
17,two seater,19,6,2.8,gas,24,a,1999
15,two seater,18,8,5.7,gas,23,a,1999
16,two seater,20,8,5.7,gas,26,m,1999
8,two seater,10,12,5.5,gas,13,m,1999
9,two seater,11,8,3.5,gas,13,a,1999
9,two seater,11,8,3.5,gas,14,m,1999
9,two seater,10,12,5.7,gas,13,m,1999
20,two seater,22,4,1.8,gas,26,a,1999
22,two seater,24,4,1.8,gas,27,m,1999
14,two seater,17,8,5,gas,21,a,1999
12,two seater,14,12,6,gas,17,a,1999
19,two seater,22,4,2.3,gas,27,a,1999
19,two seater,22,4,2.3,gas,28,m,1999
15,two seater,18,6,3.5,gas,21,a,1999
15,two seater,17,6,2.5,gas,22,a,1999
17,two seater,20,6,2.5,gas,24,m,1999
17,minicompact car,20,6,2.5,gas,25,a,1999
18,minicompact car,22,6,2.5,gas,28,m,1999
18,minicompact car,20,6,2.8,gas,25,a,1999
18,minicompact car,21,6,2.8,gas,27,m,1999
15,minicompact car,18,6,3.2,gas,23,a,1999
17,minicompact car,20,6,3.2,gas,24,m,1999
15,minicompact car,17,8,4,gas,22,a,1999
17,minicompact car,20,6,3.2,gas,25,a,1999
18,minicompact car,20,4,2,gas,24,a,1999
20,minicompact car,23,4,2,gas,29,m,1999
18,minicompact car,21,4,2.4,gas,26,a,1999
19,minicompact car,22,4,2.4,gas,27,m,1999
15,minicompact car,18,6,3.4,gas,23,a,1999
15,minicompact car,18,6,3.4,gas,23,m,1999
20,minicompact car,23,4,2.2,gas,27,a,1999
19,minicompact car,22,4,2.2,gas,26,m,1999
24,minicompact car,26,4,1.5,gas,29,a,1999
28,minicompact car,31,4,1.5,gas,37,m,1999
24,minicompact car,26,4,1.5,gas,29,a,1999
28,minicompact car,31,4,1.5,gas,37,m,1999
20,subcompact car,22,4,2.3,gas,27,a,1999
21,subcompact car,24,4,2.3,gas,29,m,1999
17,subcompact car,20,6,3,gas,26,a,1999
21,subcompact car,24,4,1.8,gas,29,a,1999
22,subcompact car,25,4,1.8,gas,29,m,1999
22,subcompact car,24,4,1.8,gas,28,m,1999
15,two seater,18,6,3,gas,22,a,2000
15,two seater,18,6,3.2,gas,22,m,2000
17,two seater,19,6,3.2,gas,23,m,2000
17,two seater,19,6,2.8,gas,24,a,2000
17,two seater,19,6,2.8,gas,24,m,2000
17,two seater,19,6,2.5,gas,24,a,2000
17,two seater,20,6,2.5,gas,25,m,2000
17,two seater,19,6,2.8,gas,24,a,2000
17,two seater,19,6,2.8,gas,24,m,2000
12,two seater,15,8,4.9,gas,19,m,2000
15,two seater,18,8,5.7,gas,23,a,2000
16,two seater,19,8,5.7,gas,25,m,2000
11,two seater,14,10,8,gas,19,m,2000
11,two seater,14,10,8,gas,19,m,2000
10,two seater,11,8,3.6,gas,15,m,2000
10,two seater,11,8,3.6,gas,15,a,2000
8,two seater,9,12,5.5,gas,12,m,2000
49,two seater,53,3,1,gas,61,m,2000
18,two seater,20,4,2,gas,23,m,2000
14,two seater,16,8,3.5,gas,21,m,2000
20,two seater,22,4,1.8,gas,25,a,2000
22,two seater,24,4,1.8,gas,27,m,2000
21,two seater,23,4,1.8,gas,26,m,2000
14,two seater,17,8,5,gas,21,a,2000
12,two seater,14,12,6,gas,18,a,2000
20,two seater,22,4,2.3,gas,27,a,2000
19,two seater,22,4,2.3,gas,28,m,2000
15,two seater,18,6,3.5,gas,21,a,2000
16,two seater,18,6,2.7,gas,23,a,2000
17,two seater,20,6,2.7,gas,25,m,2000
15,two seater,17,6,3.2,gas,22,a,2000
16,two seater,18,6,3.2,gas,23,m,2000
22,two seater,24,4,1.8,gas,27,m,2000
10,minicompact car,12,12,5.9,gas,17,a,2000
10,minicompact car,12,12,5.9,gas,17,m,2000
10,minicompact car,12,12,5.9,gas,17,a,2000
10,minicompact car,12,12,5.9,gas,17,m,2000
19,minicompact car,23,4,1.8,gas,29,m,2000
18,minicompact car,21,4,1.8,gas,26,m,2000
16,minicompact car,18,6,2.5,gas,22,a,2000
17,minicompact car,19,6,2.5,gas,23,m,2000
17,minicompact car,19,6,3.2,gas,23,m,2000
15,minicompact car,18,8,4,gas,22,a,2000
14,minicompact car,17,8,4,gas,20,a,2000
17,minicompact car,20,6,3.2,gas,25,a,2000
15,minicompact car,18,8,4.3,gas,22,a,2000
15,minicompact car,18,6,3.4,gas,23,a,2000
15,minicompact car,17,6,3.4,gas,22,a,2000
15,minicompact car,18,6,3.4,gas,23,m,2000
15,minicompact car,17,6,3.4,gas,22,m,2000
15,two seater,18,6,3,gas,22,a,2001
15,two seater,18,6,3.2,gas,22,m,2001
19,two seater,22,4,1.8,gas,27,m,2001
18,two seater,21,4,1.8,gas,26,m,2001
15,two seater,18,6,3.2,gas,23,m,2001
15,two seater,18,6,3.2,gas,23,m,2001
19,two seater,21,6,3,gas,26,m,2001
17,two seater,20,6,3,gas,25,a,2001
17,two seater,20,6,2.5,gas,24,a,2001
18,two seater,20,6,2.5,gas,25,m,2001
19,two seater,21,6,3,gas,26,m,2001
17,two seater,19,6,3,gas,23,a,2001
12,two seater,15,8,4.9,gas,19,m,2001
16,two seater,19,8,5.7,gas,24,a,2001
17,two seater,20,8,5.7,gas,26,m,2001
10,two seater,13,10,8,gas,19,m,2001
10,two seater,13,10,8,gas,19,m,2001
10,two seater,11,8,3.6,gas,15,m,2001
10,two seater,11,8,3.6,gas,15,a,2001
8,two seater,9,12,5.5,gas,12,m,2001
45,two seater,47,3,1,gas,49,a,2001
45,two seater,47,3,1,gas,49,a,2001
48,two seater,53,3,1,gas,60,m,2001
18,two seater,20,4,2,gas,24,m,2001
9,two seater,11,12,6,gas,12,m,2001
15,two seater,19,8,3.5,gas,27,m,2001
20,two seater,22,4,1.8,gas,25,a,2001
20,two seater,23,4,1.8,gas,26,m,2001
20,two seater,22,4,1.8,gas,26,m,2001
14,two seater,17,8,5,gas,21,a,2001
12,two seater,14,12,6,gas,17,a,2001
20,two seater,23,4,2.3,gas,27,a,2001
18,two seater,21,4,2.3,gas,27,m,2001
18,two seater,21,6,3.2,gas,25,a,2001
16,two seater,19,6,3.2,gas,25,m,2001
15,two seater,17,6,3.5,gas,21,a,2001
17,two seater,20,6,2.7,gas,25,m,2001
16,two seater,18,6,2.7,gas,23,a,2001
15,two seater,18,6,3.2,gas,23,a,2001
16,two seater,18,6,3.2,gas,23,m,2001
22,two seater,24,4,1.8,gas,27,m,2001
20,minicompact car,23,4,1.8,gas,29,m,2001
18,minicompact car,21,4,1.8,gas,26,m,2001
18,minicompact car,21,4,1.8,gas,26,m,2001
17,minicompact car,19,6,2.5,gas,24,a,2001
17,minicompact car,20,6,2.5,gas,24,m,2001
17,minicompact car,20,6,3,gas,26,m,2001
16,minicompact car,19,6,3,gas,24,a,2001
14,minicompact car,17,6,3.2,gas,21,m,2001
15,minicompact car,18,8,4,gas,22,a,2001
15,two seater,18,6,3,gas,22,a,2002
15,two seater,18,6,3.2,gas,22,m,2002
11,two seater,13,12,5.9,gas,18,a,2002
20,two seater,23,4,1.8,gas,28,m,2002
18,two seater,21,4,1.8,gas,26,m,2002
17,two seater,20,6,3,gas,25,a,2002
19,two seater,21,6,3,gas,26,m,2002
18,two seater,20,6,2.5,gas,25,m,2002
17,two seater,20,6,2.5,gas,24,a,2002
17,two seater,19,6,3,gas,23,a,2002
19,two seater,21,6,3,gas,26,m,2002
12,two seater,15,8,4.9,gas,19,m,2002
16,two seater,19,8,5.7,gas,23,a,2002
17,two seater,20,8,5.7,gas,26,m,2002
16,two seater,18,6,3.5,gas,21,a,2002
10,two seater,13,10,8,gas,19,m,2002
10,two seater,13,10,8,gas,19,m,2002
10,two seater,11,8,3.6,gas,15,m,2002
10,two seater,11,8,3.6,gas,15,a,2002
9,two seater,11,12,5.7,gas,15,m,2002
9,two seater,11,12,5.7,gas,16,a,2002
15,two seater,17,8,3.9,gas,22,a,2002
45,two seater,47,3,1,gas,49,a,2002
48,two seater,53,3,1,gas,59,m,2002
18,two seater,20,4,2,gas,24,m,2002
8,two seater,10,12,6,gas,12,m,2002
8,two seater,10,12,6.2,gas,12,m,2002
10,two seater,12,8,4.2,gas,15,m,2002
10,two seater,12,8,4.2,gas,16,a,2002
20,two seater,22,4,1.8,gas,25,a,2002
20,two seater,23,4,1.8,gas,26,m,2002
20,two seater,22,4,1.8,gas,26,m,2002
15,two seater,17,8,5,gas,22,a,2002
12,two seater,14,12,6,gas,17,a,2002
20,two seater,23,4,2.3,gas,27,a,2002
18,two seater,21,4,2.3,gas,27,m,2002
16,two seater,18,6,3.2,gas,22,a,2002
18,two seater,20,6,3.2,gas,24,a,2002
15,two seater,18,6,3.2,gas,24,m,2002
15,two seater,17,8,4,gas,22,m,2002
14,two seater,16,6,3.6,gas,20,m,2002
17,two seater,20,6,2.7,gas,25,m,2002
16,two seater,18,6,2.7,gas,23,a,2002
16,two seater,18,6,3.2,gas,23,m,2002
15,two seater,18,6,3.2,gas,23,a,2002
22,two seater,24,4,1.8,gas,27,m,2002
20,minicompact car,23,4,1.8,gas,29,m,2002
18,minicompact car,21,4,1.8,gas,27,m,2002
18,minicompact car,21,4,1.8,gas,26,m,2002
17,minicompact car,19,6,2.5,gas,24,m,2002
15,two seater,18,6,3,gas,22,a,2003
15,two seater,18,6,3.2,gas,22,m,2003
13,two seater,15,8,4.8,gas,19,a,2003
18,two seater,21,4,1.8,gas,26,a,2003
18,two seater,21,4,1.8,gas,26,m,2003
18,two seater,21,6,2.5,gas,26,a,2003
18,two seater,21,6,2.5,gas,26,m,2003
18,two seater,20,6,3,gas,25,a,2003
18,two seater,21,6,3,gas,27,m,2003
12,two seater,15,8,4.9,gas,19,m,2003
16,two seater,19,8,5.7,gas,23,a,2003
17,two seater,20,8,5.7,gas,26,m,2003
11,two seater,14,10,8.3,gas,20,m,2003
7,two seater,8,12,6,gas,12,a,2003
10,two seater,11,8,3.6,gas,15,m,2003
10,two seater,11,8,3.6,gas,15,a,2003
9,two seater,11,12,5.7,gas,15,m,2003
9,two seater,11,12,5.7,gas,16,a,2003
16,two seater,18,8,3.9,gas,22,a,2003
16,two seater,18,8,3.9,gas,23,a,2003
45,two seater,47,3,1,gas,49,a,2003
48,two seater,53,3,1,gas,59,m,2003
18,two seater,20,4,2,gas,24,m,2003
8,two seater,10,12,6,gas,12,m,2003
8,two seater,10,12,6.2,gas,12,m,2003
14,two seater,16,8,3.5,gas,21,m,2003
10,two seater,12,8,4.2,gas,15,m,2003
10,two seater,12,8,4.2,gas,16,a,2003
20,two seater,22,4,1.8,gas,25,a,2003
20,two seater,23,4,1.8,gas,26,m,2003
20,two seater,22,4,1.8,gas,26,m,2003
14,two seater,16,8,5,gas,20,a,2003
12,two seater,14,8,5.5,gas,18,a,2003
19,two seater,22,4,2.3,gas,26,a,2003
17,two seater,20,4,2.3,gas,25,m,2003
15,two seater,17,6,3.2,gas,21,a,2003
18,two seater,20,6,3.2,gas,24,a,2003
15,two seater,18,6,3.2,gas,24,m,2003
15,two seater,17,8,4,gas,22,m,2003
18,two seater,20,6,3.5,gas,24,m,2003
17,two seater,19,6,3.5,gas,24,a,2003
18,two seater,21,6,2.7,gas,27,m,2003
16,two seater,19,6,2.7,gas,24,a,2003
16,two seater,19,6,3.2,gas,24,m,2003
15,two seater,18,6,3.2,gas,24,a,2003
14,two seater,16,6,3.6,gas,20,m,2003
23,two seater,25,4,1.8,gas,29,m,2003
22,two seater,25,4,1.8,gas,30,m,2003
11,minicompact car,13,12,5.9,gas,18,a,2003
9,minicompact car,11,12,5.9,gas,15,m,2003
16,two seater,18,6,3,gas,22,a,2004
16,two seater,18,6,3.2,gas,22,m,2004
18,two seater,21,4,1.8,gas,26,a,2004
18,two seater,21,4,1.8,gas,26,m,2004
19,two seater,21,6,3.2,gas,25,a,2004
18,two seater,21,6,2.5,gas,26,m,2004
18,two seater,21,6,2.5,gas,26,a,2004
18,two seater,21,6,2.5,gas,27,a,2004
18,two seater,21,6,3,gas,27,m,2004
17,two seater,20,6,3,gas,25,a,2004
18,two seater,21,6,3,gas,27,a,2004
15,two seater,18,8,4.6,gas,23,a,2004
16,two seater,19,8,5.7,gas,23,a,2004
17,two seater,20,8,5.7,gas,26,m,2004
19,two seater,21,6,3.2,gas,25,a,2004
15,two seater,18,6,3.2,gas,23,m,2004
11,two seater,13,10,8.3,gas,19,m,2004
10,two seater,11,8,3.6,gas,15,m,2004
10,two seater,12,8,3.6,gas,15,a,2004
10,two seater,11,8,3.6,gas,15,a,2004
9,two seater,11,12,5.7,gas,15,m,2004
9,two seater,11,12,5.7,gas,16,a,2004
15,two seater,18,8,3.9,gas,21,a,2004
15,two seater,18,8,3.9,gas,23,a,2004
45,two seater,47,3,1,gas,49,a,2004
48,two seater,52,3,1,gas,58,m,2004
17,two seater,20,4,2.2,gas,23,m,2004
8,two seater,10,10,5,gas,14,m,2004
9,two seater,11,10,5,gas,16,a,2004
8,two seater,10,12,6.2,gas,12,m,2004
9,two seater,11,12,6.2,gas,14,a,2004
14,two seater,16,8,3.5,gas,21,m,2004
10,two seater,12,8,4.2,gas,15,m,2004
10,two seater,12,8,4.2,gas,16,a,2004
20,two seater,22,4,1.8,gas,26,a,2004
20,two seater,23,4,1.8,gas,26,m,2004
20,two seater,22,4,1.8,gas,26,m,2004
18,two seater,20,4,1.8,gas,24,m,2004
14,two seater,17,8,5,gas,21,a,2004
13,two seater,15,8,5.4,gas,19,a,2004
12,two seater,14,12,5.5,gas,17,a,2004
19,two seater,22,4,2.3,gas,26,a,2004
19,two seater,21,4,2.3,gas,26,m,2004
15,two seater,17,6,3.2,gas,21,a,2004
18,two seater,20,6,3.2,gas,24,a,2004
17,two seater,19,6,3.2,gas,24,m,2004
18,two seater,20,6,3.5,gas,24,m,2004
17,two seater,19,6,3.5,gas,24,a,2004
17,two seater,20,6,3.5,gas,24,m,2004
16,two seater,19,6,3.5,gas,23,a,2004
16,two seater,18,6,3,gas,22,a,2005
16,two seater,18,6,3.2,gas,22,m,2005
18,two seater,21,4,1.8,gas,26,a,2005
18,two seater,21,4,1.8,gas,26,m,2005
17,two seater,19,6,3.2,gas,23,a,2005
18,two seater,21,6,2.5,gas,26,m,2005
18,two seater,21,6,2.5,gas,26,a,2005
18,two seater,21,6,3,gas,27,m,2005
17,two seater,20,6,3,gas,25,a,2005
18,two seater,21,6,3,gas,27,a,2005
15,two seater,18,8,4.6,gas,23,a,2005
16,two seater,19,8,6,gas,24,a,2005
16,two seater,19,8,6,gas,26,m,2005
19,two seater,21,6,3.2,gas,25,a,2005
15,two seater,18,6,3.2,gas,22,a,2005
15,two seater,18,6,3.2,gas,23,m,2005
19,two seater,21,6,3.2,gas,25,a,2005
15,two seater,18,6,3.2,gas,22,a,2005
15,two seater,18,6,3.2,gas,23,m,2005
11,two seater,13,10,8.3,gas,19,m,2005
10,two seater,11,8,3.6,gas,15,m,2005
10,two seater,11,8,3.6,gas,15,a,2005
9,two seater,11,12,5.7,gas,15,m,2005
9,two seater,11,12,5.7,gas,16,a,2005
12,two seater,14,8,5.4,gas,19,m,2005
16,two seater,18,8,3.9,gas,22,a,2005
16,two seater,18,8,3.9,gas,22,a,2005
45,two seater,47,3,1,gas,49,a,2005
48,two seater,52,3,1,gas,58,m,2005
17,two seater,20,4,2.2,gas,23,m,2005
8,two seater,10,10,5,gas,14,m,2005
9,two seater,11,10,5,gas,16,a,2005
8,two seater,10,12,6.2,gas,12,m,2005
9,two seater,11,12,6.2,gas,14,a,2005
20,two seater,22,4,1.8,gas,25,m,2005
10,two seater,12,8,4.2,gas,15,m,2005
11,two seater,12,8,4.2,gas,16,a,2005
20,two seater,22,4,1.8,gas,26,a,2005
20,two seater,23,4,1.8,gas,26,m,2005
20,two seater,22,4,1.8,gas,26,m,2005
18,two seater,20,4,1.8,gas,24,m,2005
12,two seater,13,8,5.4,gas,16,a,2005
14,two seater,17,8,5,gas,21,a,2005
12,two seater,14,8,5.4,gas,18,a,2005
11,two seater,14,12,5.5,gas,18,a,2005
11,two seater,13,12,6,gas,18,a,2005
17,two seater,19,6,3.5,gas,23,a,2005
16,two seater,19,6,3.5,gas,23,m,2005
14,two seater,16,8,5.4,gas,20,a,2005
17,two seater,20,6,3.5,gas,24,m,2005
18,two seater,21,4,1.8,gas,26,a,2006
18,two seater,21,4,1.8,gas,26,m,2006
17,two seater,19,6,3.2,gas,23,a,2006
15,two seater,18,8,4.6,gas,23,a,2006
16,two seater,19,8,6,gas,26,m,2006
15,two seater,19,8,6,gas,25,a,2006
15,two seater,18,8,7,gas,24,m,2006
19,two seater,21,6,3.2,gas,25,a,2006
15,two seater,18,6,3.2,gas,22,a,2006
15,two seater,18,6,3.2,gas,23,m,2006
19,two seater,21,6,3.2,gas,25,a,2006
15,two seater,18,6,3.2,gas,22,a,2006
15,two seater,18,6,3.2,gas,23,m,2006
11,two seater,13,10,8.3,gas,19,m,2006
11,two seater,13,8,4.3,gas,16,a,2006
11,two seater,13,8,4.3,gas,16,m,2006
45,two seater,47,3,1,gas,49,a,2006
48,two seater,52,3,1,gas,58,m,2006
18,two seater,20,4,2.2,gas,24,m,2006
10,two seater,12,10,5,gas,15,m,2006
10,two seater,12,10,5,gas,16,m,2006
11,two seater,13,10,5,gas,17,a,2006
11,two seater,12,10,5,gas,16,a,2006
8,two seater,10,12,6.2,gas,13,m,2006
9,two seater,11,12,6.2,gas,14,a,2006
22,two seater,24,4,2,gas,27,m,2006
21,two seater,24,4,2,gas,28,m,2006
20,two seater,23,4,2,gas,28,a,2006
14,two seater,17,8,5,gas,22,a,2006
12,two seater,15,8,5.4,gas,19,a,2006
11,two seater,14,12,5.5,gas,18,a,2006
12,two seater,14,12,6,gas,18,a,2006
18,two seater,21,6,3,gas,25,a,2006
17,two seater,20,6,3,gas,25,m,2006
17,two seater,19,6,3.5,gas,22,a,2006
16,two seater,19,6,3.5,gas,23,m,2006
14,two seater,16,8,5.4,gas,20,a,2006
11,two seater,13,8,5.4,gas,16,a,2006
17,two seater,19,6,3.5,gas,23,m,2006
17,two seater,19,6,3.5,gas,23,a,2006
17,two seater,19,6,3.5,gas,23,m,2006
16,two seater,19,6,3.5,gas,23,a,2006
17,two seater,21,4,2.4,gas,26,m,2006
16,two seater,19,6,2.7,gas,24,a,2006
18,two seater,21,6,2.7,gas,27,m,2006
18,two seater,21,6,2.7,gas,26,m,2006
16,two seater,19,6,3.2,gas,24,a,2006
17,two seater,20,6,3.2,gas,25,m,2006
11,minicompact car,13,12,5.9,gas,18,a,2006
10,minicompact car,12,12,5.9,gas,16,m,2006
8,two seater,10,12,6.5,gas,13,m,2007
9,two seater,11,12,6.5,gas,14,a,2007
12,two seater,14,8,5.4,gas,17,a,2007
13,two seater,16,8,5.5,gas,21,a,2007
11,two seater,14,12,5.5,gas,18,a,2007
11,two seater,14,12,6,gas,18,a,2007
16,minicompact car,19,8,4.2,gas,25,a,2007
16,minicompact car,19,8,4.2,gas,25,a,2007
19,minicompact car,22,4,2.4,gas,26,m,2007
19,minicompact car,22,4,2.4,gas,26,a,2007
16,minicompact car,18,6,3.8,gas,24,m,2007
16,minicompact car,19,6,3.8,gas,24,a,2007
21,subcompact car,24,4,2.4,gas,29,a,2007
22,subcompact car,25,4,2.4,gas,31,m,2007
20,subcompact car,23,4,2.4,gas,28,m,2007
20,subcompact car,22,4,2.4,gas,26,a,2007
16,subcompact car,19,6,3.8,gas,25,m,2007
17,subcompact car,20,6,3.8,gas,26,a,2007
21,subcompact car,24,4,2.4,gas,29,a,2007
22,subcompact car,25,4,2.4,gas,31,m,2007
18,subcompact car,20,4,2.5,gas,23,a,2007
20,subcompact car,22,4,2.5,gas,25,a,2007
18,subcompact car,21,4,2.5,gas,25,m,2007
19,subcompact car,22,4,2.5,gas,26,m,2007
29,subcompact car,31,4,1.5,gas,35,a,2007
29,subcompact car,32,4,1.5,gas,36,m,2007
23,compact car,26,4,2,gas,31,a,2007
24,compact car,27,4,2,gas,33,m,2007
20,compact car,23,4,2.3,gas,29,m,2007
24,compact car,28,4,1.6,gas,33,a,2007
27,compact car,29,4,1.6,gas,32,m,2007
22,compact car,23,6,3.5,gas,25,a,2007
20,compact car,24,4,2.4,gas,30,a,2007
21,compact car,24,4,2.4,gas,29,a,2007
22,compact car,25,4,2.4,gas,31,m,2007
19,compact car,22,4,2.5,gas,26,m,2007
20,compact car,23,4,2.5,gas,28,a,2007
21,compact car,24,4,2,gas,29,m,2007
22,compact car,25,4,2,gas,29,a,2007
21,compact car,24,4,2,gas,29,m,2007
22,compact car,25,4,2,gas,29,a,2007
18,midsize car,21,6,3,gas,28,m,2007
18,midsize car,22,6,3,gas,28,a,2007
17,midsize car,20,6,3,gas,26,m,2007
17,midsize car,20,6,3,gas,25,a,2007
18,midsize car,21,6,3,gas,28,m,2007
18,midsize car,22,6,3,gas,28,a,2007
17,midsize car,20,6,3,gas,25,a,2007
17,midsize car,20,6,3,gas,26,m,2007
17,midsize car,20,6,3,gas,25,a,2007
22,two seater,25,4,2,gas,29,a,2008
17,two seater,19,6,3.2,gas,24,m,2008
18,two seater,20,6,3.2,gas,24,a,2008
16,minicompact car,19,8,4.2,gas,25,a,2008
16,minicompact car,19,8,4.2,gas,25,a,2008
15,minicompact car,18,8,4.2,gas,23,a,2008
15,minicompact car,18,8,4.2,gas,23,a,2008
19,minicompact car,22,4,2.4,gas,26,m,2008
19,minicompact car,22,4,2.4,gas,26,a,2008
16,minicompact car,19,6,3.8,gas,25,m,2008
16,minicompact car,19,6,3.8,gas,24,a,2008
23,subcompact car,26,4,2,gas,31,a,2008
17,subcompact car,19,6,3.2,gas,24,m,2008
18,subcompact car,20,6,3.2,gas,24,a,2008
20,subcompact car,23,4,2.4,gas,29,a,2008
18,subcompact car,21,6,2.7,gas,26,a,2008
16,subcompact car,19,6,3.5,gas,26,a,2008
20,subcompact car,23,4,2.4,gas,28,m,2008
20,subcompact car,22,4,2.4,gas,26,a,2008
16,subcompact car,19,6,3.8,gas,25,m,2008
17,subcompact car,20,6,3.8,gas,25,a,2008
21,subcompact car,24,4,2.4,gas,29,a,2008
20,subcompact car,23,4,2.4,gas,27,m,2008
21,subcompact car,24,4,2,gas,30,a,2008
16,compact car,18,6,3,gas,22,a,2008
11,compact car,14,8,6.2,gas,18,a,2008
22,compact car,24,4,2,gas,29,a,2008
21,compact car,24,4,2,gas,29,m,2008
19,compact car,21,4,2.5,gas,24,m,2008
20,compact car,22,4,2.5,gas,27,m,2008
17,compact car,20,4,2.5,gas,24,m,2008
20,compact car,22,4,2.5,gas,27,a,2008
18,compact car,20,4,2.5,gas,24,a,2008
22,compact car,25,4,2,gas,29,a,2008
22,compact car,25,4,2,gas,29,a,2008
18,midsize car,21,6,3,gas,28,m,2008
18,midsize car,21,6,3,gas,27,a,2008
17,midsize car,20,6,3,gas,25,m,2008
17,midsize car,20,6,3,gas,25,a,2008
17,midsize car,20,6,3,gas,26,a,2008
17,midsize car,20,6,3,gas,25,a,2008
15,midsize car,18,8,4.8,gas,22,m,2008
15,midsize car,18,8,4.8,gas,23,a,2008
11,midsize car,13,10,5,gas,17,m,2008
11,midsize car,13,10,5,gas,17,a,2008
16,midsize car,19,8,5.3,gas,24,a,2008
